ra_deg,dec_deg,mag,nama,bayer,konstelasi,hip
115.09671,-15.26392,4.98,,,Pup,37379
130.00614,-12.47537,4.98,,,Hya,42509
165.18667,6.10145,4.98,,,Leo,53824
177.48593,-70.22579,4.98,,,Mus,57696
186.74707,26.82570,4.98,,,Com,60746
232.94577,40.89933,4.98,,Nu-2,Boo,76041
240.36070,29.85106,4.98,,Iot,CrB,78493
275.97760,58.80074,4.98,,,Dra,90156
284.06101,4.20213,4.98,Alya B,The-2,Ser,92951
290.13709,-5.41577,4.98,,,Aql,95066
298.98077,58.84597,4.98,,,Cyg,98073
1.12550,-10.50952,4.99,,,Cet,355
30.57538,54.48754,4.99,,,Per,9505
52.01275,49.06287,4.99,,,Per,16147
55.56209,-31.93836,4.99,,Del,For,17304
59.28455,61.10888,4.99,,,Cam,18488
69.72315,-12.12312,4.99,,,Eri,21644
80.70834,3.54445,4.99,,,Ori,25142
102.69146,41.78123,4.99,,Psi-7,Aur,32844
102.71814,-34.36732,4.99,,,Pup,32855
105.72824,-4.23923,4.99,,,Mon,33971
111.41206,9.27610,4.99,,Eps,CMi,36041
123.33320,-15.78822,4.99,,,Pup,40259
136.49319,5.09232,4.99,,Ome,Hya,44659
137.76834,-44.86790,4.99,,,Vel,45085
142.98642,11.29983,4.99,,Xi,Leo,46771
170.70663,43.48270,4.99,,,UMa,55560
184.12560,33.06153,4.99,,,Com,59856
205.43662,-54.55942,4.99,,,Cen,66821
213.06585,2.40943,4.99,,,Vir,69389
230.53463,-47.92779,4.99,,Nu-1,Lup,75206
230.80125,30.28781,4.99,,Eta,CrB,75312
239.87615,-41.74444,4.99,,,Lup,78323
273.47318,64.39729,4.99,,,Dra,89348
291.03157,29.62134,4.99,,,Cyg,95372
301.08162,-32.05630,4.99,,,Sgr,98842
332.10805,-34.04384,4.99,,Ups,PsA,109289
344.10832,49.73354,4.99,,,Lac,113288
349.74032,-9.61075,4.99,,Psi-3,Aqr,115115
61.11318,59.15551,5.00,,,Cam,19018
81.10607,17.38353,5.00,,,Tau,25278
91.88180,-37.25292,5.00,Elkurud,The,Col,29034
93.93702,-13.71841,5.00,,,CMa,29735
104.02768,-14.04343,5.00,,Mu,CMa,33345
109.63325,49.46476,5.00,,,Lyn,35384
144.30277,6.83580,5.00,,,Leo,47205
170.80285,-36.16477,5.00,,,Cen,55588
175.87998,-62.48940,5.00,,,Cen,57175
232.85429,77.34935,5.00,,The,UMi,76008
242.01887,17.04698,5.00,Marsic,Kap,Her,79043
269.77200,-30.25303,5.00,,,Sgr,88060
271.86975,43.46189,5.00,,,Her,88788
283.77973,-22.67133,5.00,,Nu-2,Sgr,92845
285.35986,46.93481,5.00,,,Lyr,93408
288.47980,57.70510,5.00,,,Dra,94490
293.64540,19.77340,5.00,,,Vul,96275
296.60665,33.72760,5.00,,,Cyg,97295
359.39591,-64.29823,5.00,,Eta,Tuc,118121
131.17410,-54.70807,5.00,,,Vel,
241.09161,-11.37461,5.00,,Xi,Sco,
286.60270,-37.06474,5.00,,Gam,CrA,
